"nodeId","published","data","rv"
"1114","False","{""pd"":{""pageTitle"":[{""v"":""Nice crazy people""}],""bodyText"":[{""v"":""{\n  \""name\"": \""1 column layout\"",\n  \""sections\"": [\n    {\n      \""grid\"": 12,\n      \""allowAll\"": true,\n      \""rows\"": []\n    }\n  ]\n}""}],""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}],""featuredPeople"":[]},""cd"":{},""us"":""people""}","1"
"1115","False","{""pd"":{""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}],""photo"":[{""v"":""umb://media/cf1ab8dcad0f4a8e974b87b84777b0d6""}],""department"":[{""v"":""mvp,Denmark""}],""email"":[],""twitterUsername"":[],""facebookUsername"":[],""linkedInUsername"":[],""instagramUsername"":[]},""cd"":{},""us"":""jan-skovgaard""}","1"
"1116","False","{""pd"":{""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}],""photo"":[{""v"":""umb://media/eee91c05b2e84031a056dcd7f28eff89""}],""department"":[{""v"":""United Kingdom,mvp""}],""email"":[],""twitterUsername"":[{""v"":""mattbrailsford""}],""facebookUsername"":[],""linkedInUsername"":[],""instagramUsername"":[{""v"":""circuitbeard""}]},""cd"":{},""us"":""matt-brailsford""}","1"
"1117","False","{""pd"":{""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}],""photo"":[{""v"":""umb://media/fa763e0d0ceb408c8720365d57e06e32""}],""department"":[{""v"":""United Kingdom,mvp""}],""email"":[],""twitterUsername"":[],""facebookUsername"":[],""linkedInUsername"":[],""instagramUsername"":[]},""cd"":{},""us"":""lee-kelleher""}","1"
"1118","False","{""pd"":{""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}],""photo"":[{""v"":""umb://media/c0969cab13ab4de9819a848619ac2b5d""}],""department"":[{""v"":""United Kingdom,mvp""}],""email"":[],""twitterUsername"":[],""facebookUsername"":[],""linkedInUsername"":[],""instagramUsername"":[]},""cd"":{},""us"":""jeavon-leopold""}","1"
"1119","False","{""pd"":{""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}],""photo"":[{""v"":""umb://media/34371d0892c84015912ebaacd002c5d0""}],""department"":[{""v"":""Netherlands,mvp""}],""email"":[],""twitterUsername"":[],""facebookUsername"":[],""linkedInUsername"":[],""instagramUsername"":[]},""cd"":{},""us"":""jeroen-breuer""}","1"
"1120","False","{""pd"":{""pageTitle"":[{""v"":""About Us""}],""bodyText"":[{""v"":""{\""name\"":\""1 column layout\"",\""sections\"":[{\""grid\"":\""12\"",\""rows\"":[{\""name\"":\""FullWidth\"",\""id\"":\""f10995f1-918d-3e50-e50d-8c41bbe297ce\"",\""areas\"":[{\""grid\"":\""12\"",\""controls\"":[{\""value\"":\""Oooh la la\"",\""editor\"":{\""alias\"":\""headline\"",\""view\"":\""textstring\""},\""styles\"":null,\""config\"":null}],\""styles\"":null,\""config\"":null}],\""styles\"":null,\""config\"":null},{\""name\"":\""Article\"",\""id\"":\""4d6e2221-e2d9-95bc-8ceb-624bc8df8e3f\"",\""areas\"":[{\""grid\"":\""4\"",\""controls\"":[{\""value\"":{\""udi\"":\""umb://media/c0969cab13ab4de9819a848619ac2b5d\"",\""image\"":\""/media/25mecrn2/18095416144_44a566a5f4_h.jpg\""},\""editor\"":{\""alias\"":\""media\"",\""view\"":\""media\""},\""styles\"":null,\""config\"":null}],\""styles\"":null,\""config\"":null},{\""grid\"":\""8\"",\""controls\"":[{\""value\"":\""<p>Vestibulum ac diam sit amet quam vehicula elementum sed sit amet dui. Curabitur aliquet quam id dui posuere blandit. Vivamus suscipit tortor eget felis porttitor volutpat. Proin eget tortor risus. Sed porttitor lectus nibh. Cras ultricies ligula sed magna dictum porta. Pellentesque in ipsum id orci porta dapibus. Pellentesque in ipsum id orci porta dapibus. Nulla porttitor accumsan tincidunt. Mauris blandit aliquet elit, eget tincidunt nibh pulvinar a.</p>\\n<p>Vestibulum ac diam sit amet quam vehicula elementum sed sit amet dui. Curabitur aliquet quam id dui posuere blandit. Vivamus suscipit tortor eget felis porttitor volutpat. Proin eget tortor risus. Sed porttitor lectus nibh. Cras ultricies ligula sed magna dictum porta. Pellentesque in ipsum id orci porta dapibus. Pellentesque in ipsum id orci porta dapibus. Nulla porttitor accumsan tincidunt. Mauris blandit aliquet elit, eget tincidunt nibh pulvinar a.</p>\"",\""editor\"":{\""alias\"":\""rte\"",\""view\"":\""rte\""},\""styles\"":null,\""config\"":null},{\""value\"":\""<iframe width=\\\""360\\\"" height=\\\""203\\\"" src=\\\""https://www.youtube.com/embed/HPgKSCp_Y_U?feature=oembed\\\"" frameborder=\\\""0\\\"" allow=\\\""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture\\\"" allowfullscreen></iframe>\"",\""editor\"":{\""alias\"":\""embed\"",\""view\"":\""embed\""},\""styles\"":null,\""config\"":null}],\""styles\"":null,\""config\"":null}],\""styles\"":null,\""config\"":null}]}]}""}],""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}]},""cd"":{},""us"":""about-us""}","2"
"1121","False","{""pd"":{""pageTitle"":[{""v"":""About this Starter Kit""}],""bodyText"":[{""v"":""{\n  \""name\"": \""1 column layout\"",\n  \""sections\"": [\n    {\n      \""grid\"": 12,\n      \""allowAll\"": true,      \n      \""rows\"": []\n    }\n  ]\n}""}],""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}]},""cd"":{},""us"":""about-this-starter-kit""}","1"
"1122","False","{""pd"":{""pageTitle"":[{""v"":""Things to improve""}],""bodyText"":[{""v"":""{\n  \""name\"": \""1 column layout\"",\n  \""sections\"": [\n    {\n      \""grid\"": 12,\n      \""allowAll\"": true,\n      \""rows\"": [\n        {\n          \""label\"": \""\"",\n          \""name\"": \""Full Width\"",\n          \""areas\"": [\n            {\n              \""grid\"": 12,\n              \""allowAll\"": false,\n              \""hasConfig\"": false,\n              \""controls\"": [\n                {\n                  \""value\"": \""<p>Here's what could be improved in the Starter Kit so far:</p>\\n<p> </p>\\n<p>For v1:</p>\\n<ul>\\n<li>Use a custom grid editor for testimonials</li>\\n<li>Integrated Analytics on pages</li>\\n<li>Call To Action Button in the grid (with \\\""Tag Manager\\\"" integration)</li>\\n<li>Macro for fetching products (with friendly grid preview)</li>\\n<li>Design Review (polish)</li>\\n<li>Verify licenses of photos (Niels)</li>\\n</ul>\\n<p>For vNext</p>\\n<ul>\\n<li><span style=\\\""text-decoration: line-through;\\\"">Swap text with uploaded logo</span></li>\\n<li>Nicer pickers of products and employees</li>\\n<li>Custom Listview for products and employees</li>\\n<li>Discus template on blog posts</li>\\n<li>404 template</li>\\n<li>Member Login/Register/Profile/Forgot password</li>\\n<li>Update default styling of grid header</li>\\n<li>On a Blog post -&gt; Share/Social (tweet this / facebook this)</li>\\n</ul>\"",\n                  \""editor\"": {\n                    \""alias\"": \""rte\""\n                  },\n                  \""active\"": true,\n                }\n              ],\n              \""active\"": true,\n              \""hasActiveChild\"": true\n            }\n          ],\n          \""hasConfig\"": false,\n          \""id\"": \""5ea1e364-8406-e5e6-a82c-45985fd6054e\"",\n          \""hasActiveChild\"": true,\n          \""active\"": true\n        }\n      ]\n    }\n  ]\n}""}],""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}]},""cd"":{},""us"":""todo-list-for-the-starter-kit""}","1"
"1123","False","{""pd"":{""pageTitle"":[{""v"":""Behind The Scenes""}],""bodyText"":[{""v"":""{\n  \""name\"": \""1 column layout\"",\n  \""sections\"": [\n    {\n      \""grid\"": 12,\n      \""allowAll\"": true,\n      \""rows\"": []\n    }\n  ]\n}""}],""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}],""howManyPostsShouldBeShown"":[{""v"":""2""}],""disqusShortname"":[]},""cd"":{},""us"":""blog""}","1"
"1124","False","{""pd"":{""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}],""pageTitle"":[{""v"":""My Blog Post""}],""categories"":[{""v"":""[\""demo\"",\""umbraco\"",\""starter kit\""]""}],""excerpt"":[{""v"":""Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla quis lorem ut libero malesuada feugiat. Donec rutrum congue leo eget malesuada. Donec rutrum congue leo eget malesuada.""}],""bodyText"":[{""v"":""{\n  \""name\"": \""1 column layout\"",\n  \""sections\"": [\n    {\n      \""grid\"": 12,\n      \""allowAll\"": true,\n      \""rows\"": [\n        {\n          \""label\"": \""\"",\n          \""name\"": \""Full Width\"",\n          \""areas\"": [\n            {\n              \""grid\"": 12,\n              \""allowAll\"": false,\n              \""hasConfig\"": false,\n              \""controls\"": [\n                {\n                  \""value\"": \""<p>Curabitur arcu erat, accumsan id imperdiet et, porttitor at sem. Donec sollicitudin molestie malesuada. Vivamus suscipit tortor eget felis porttitor volutpat. Sed porttitor lectus nibh. Vivamus magna justo, lacinia eget consectetur sed, convallis at tellus. Donec sollicitudin molestie malesuada.</p>\\n<p>Curabitur arcu erat, accumsan id imperdiet et, porttitor at sem. Donec sollicitudin molestie malesuada. Vivamus suscipit tortor eget felis porttitor volutpat. Sed porttitor lectus nibh. Vivamus magna justo, lacinia eget consectetur sed, convallis at tellus. Donec sollicitudin molestie malesuada.</p>\\n<p>Curabitur arcu erat, accumsan id imperdiet et, porttitor at sem. Donec sollicitudin molestie malesuada. Vivamus suscipit tortor eget felis porttitor volutpat. Sed porttitor lectus nibh. Vivamus magna justo, lacinia eget consectetur sed, convallis at tellus. Donec sollicitudin molestie malesuada.</p>\"",\n                  \""editor\"": {\n                    \""alias\"": \""rte\""\n                  },\n                  \""active\"": true,\n                }\n              ],\n              \""active\"": true\n            }\n          ],\n          \""hasConfig\"": false,\n          \""id\"": \""1f96a69f-0cb9-4a00-6a76-f8cec30befec\"",\n          \""hasActiveChild\"": true,\n          \""active\"": true\n        }\n      ]\n    }\n  ]\n}""}]},""cd"":{},""us"":""my-blog-post""}","1"
"1125","False","{""pd"":{""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}],""pageTitle"":[{""v"":""Now it gets exciting""}],""categories"":[{""v"":""[\""cg16\"",\""codegarden\"",\""umbraco\""]""}],""excerpt"":[{""v"":""Donec sollicitudin molestie malesuada. Vivamus suscipit tortor eget felis porttitor volutpat. Sed porttitor lectus nibh.""}],""bodyText"":[{""v"":""{\""name\"":\""1 column layout\"",\""sections\"":[{\""grid\"":\""12\"",\""rows\"":[{\""name\"":\""Article\"",\""id\"":\""011e74f2-b4de-0e4e-1cb9-23b2356b1213\"",\""areas\"":[{\""grid\"":\""4\"",\""controls\"":[{\""value\"":{\""udi\"":\""umb://media/55514845b8bd487cb3709724852fd6bb\"",\""image\"":\""/media/5hkfunmc/4730684907_8a7f8759cb_b.jpg\""},\""editor\"":{\""alias\"":\""media\"",\""view\"":null},\""styles\"":null,\""config\"":null}],\""styles\"":null,\""config\"":null},{\""grid\"":\""8\"",\""controls\"":[{\""value\"":\""<p>Donec sollicitudin molestie malesuada. Proin eget tortor risus. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus magna justo, lacinia eget consectetur sed, convallis at tellus. Vivamus magna justo, lacinia eget consectetur sed, convallis at tellus. Curabitur arcu erat, accumsan id imperdiet et, porttitor at sem. Nulla porttitor accumsan tincidunt. Vivamus magna justo, lacinia eget consectetur sed, convallis at tellus. Nulla porttitor accumsan tincidunt. Donec rutrum congue leo eget malesuada.</p>\\n<p>Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec velit neque, auctor sit amet aliquam vel, ullamcorper sit amet ligula. Pellentesque in ipsum id orci porta dapibus. Donec rutrum congue leo eget malesuada. Nulla porttitor accumsan tincidunt. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec velit neque, auctor sit amet aliquam vel, ullamcorper sit amet ligula. Curabitur non nulla sit amet nisl tempus convallis quis ac lectus. Proin eget tortor risus. Pellentesque in ipsum id orci porta dapibus. Proin eget tortor risus. Sed porttitor lectus nibh.</p>\\n<p>Pellentesque in ipsum id orci porta dapibus. Curabitur aliquet quam id dui posuere blandit. Praesent sapien massa, convallis a pellentesque nec, egestas non nisi. Praesent sapien massa, convallis a pellentesque nec, egestas non nisi. Curabitur non nulla sit amet nisl tempus convallis quis ac lectus. Praesent sapien massa, convallis a pellentesque nec, egestas non nisi. Donec rutrum congue leo eget malesuada. Donec rutrum congue leo eget malesuada. Sed porttitor lectus nibh. Nulla quis lorem ut libero malesuada feugiat.</p>\"",\""editor\"":{\""alias\"":\""rte\"",\""view\"":null},\""styles\"":null,\""config\"":null}],\""styles\"":null,\""config\"":null}],\""styles\"":null,\""config\"":null}]}]}""}]},""cd"":{},""us"":""another-one""}","2"
"1126","False","{""pd"":{""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}],""pageTitle"":[{""v"":""This will be great""}],""categories"":[{""v"":""[\""great\"",\""umbraco\""]""}],""excerpt"":[{""v"":""Proin eget tortor risus. Curabitur arcu erat, accumsan id imperdiet et, porttitor at sem. Vivamus magna justo, lacinia eget consectetur sed""}],""bodyText"":[{""v"":""{\n  \""name\"": \""1 column layout\"",\n  \""sections\"": [\n    {\n      \""grid\"": 12,\n      \""allowAll\"": true,\n      \""rows\"": [\n        {\n          \""label\"": \""\"",\n          \""name\"": \""Full Width\"",\n          \""areas\"": [\n            {\n              \""grid\"": 12,\n              \""allowAll\"": false,\n              \""hasConfig\"": false,\n              \""controls\"": [\n                {\n                  \""value\"": \""<p>Vivamus suscipit tortor eget felis porttitor volutpat. Curabitur arcu erat, accumsan id imperdiet et, porttitor at sem. Quisque velit nisi, pretium ut lacinia in, elementum id enim. Vivamus magna justo, lacinia eget consectetur sed, convallis at tellus. Proin eget tortor risus. Curabitur arcu erat, accumsan id imperdiet et, porttitor at sem. Vivamus magna justo, lacinia eget consectetur sed, convallis at tellus. Curabitur non nulla sit amet nisl tempus convallis quis ac lectus. Donec rutrum congue leo eget malesuada. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec velit neque, auctor sit amet aliquam vel, ullamcorper sit amet ligula.</p>\"",\n                  \""editor\"": {\n                    \""alias\"": \""rte\""\n                  },\n                  \""active\"": false,\n                },\n                {\n                  \""value\"": \""\"",\n                  \""editor\"": {\n                    \""alias\"": \""embed\""\n                  },\n                  \""active\"": false,\n                },\n                {\n                  \""value\"": \""<p> </p>\\n<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec sollicitudin molestie malesuada. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vivamus magna justo, lacinia eget consectetur sed, convallis at tellus. Mauris blandit aliquet elit, eget tincidunt nibh pulvinar a. Cras ultricies ligula sed magna dictum porta. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cras ultricies ligula sed magna dictum porta. Pellentesque in ipsum id orci porta dapibus.</p>\\n<p>Vivamus magna justo, lacinia eget consectetur sed, convallis at tellus. Vivamus magna justo, lacinia eget consectetur sed, convallis at tellus. Nulla quis lorem ut libero malesuada feugiat. Curabitur non nulla sit amet nisl tempus convallis quis ac lectus. Sed porttitor lectus nibh. Vivamus suscipit tortor eget felis porttitor volutpat. Nulla porttitor accumsan tincidunt. Praesent sapien massa, convallis a pellentesque nec, egestas non nisi. Curabitur non nulla sit amet nisl tempus convallis quis ac lectus. Nulla porttitor accumsan tincidunt.</p>\\n<p>Vestibulum ac diam sit amet quam vehicula elementum sed sit amet dui. Vivamus suscipit tortor eget felis porttitor volutpat. Sed porttitor lectus nibh. Curabitur non nulla sit amet nisl tempus convallis quis ac lectus. Quisque velit nisi, pretium ut lacinia in, elementum id enim. Donec rutrum congue leo eget malesuada. Nulla porttitor accumsan tincidunt. Nulla quis lorem ut libero malesuada feugiat. Quisque velit nisi, pretium ut lacinia in, elementum id enim. Donec sollicitudin molestie malesuada.</p>\\n<p>Proin eget tortor risus. Donec rutrum congue leo eget malesuada. Pellentesque in ipsum id orci porta dapibus. Donec rutrum congue leo eget malesuada. Nulla quis lorem ut libero malesuada feugiat. Curabitur arcu erat, accumsan id imperdiet et, porttitor at sem. Praesent sapien massa, convallis a pellentesque nec, egestas non nisi. Praesent sapien massa, convallis a pellentesque nec, egestas non nisi. Donec sollicitudin molestie malesuada. Vivamus suscipit tortor eget felis porttitor volutpat.</p>\"",\n                  \""editor\"": {\n                    \""alias\"": \""rte\""\n                  },\n                  \""active\"": true,\n                }\n              ],\n              \""active\"": true,\n              \""hasActiveChild\"": true\n            }\n          ],\n          \""hasConfig\"": false,\n          \""id\"": \""4820aba2-8d6b-4a7e-7f57-e0490a9b475e\"",\n          \""hasActiveChild\"": true,\n          \""active\"": true\n        }\n      ]\n    }\n  ]\n}""}]},""cd"":{},""us"":""this-will-be-great""}","1"
"1127","False","{""pd"":{""seoMetaDescription"":[],""keywords"":[{""v"":""[]""}],""umbracoNavihide"":[{""v"":0}],""pageTitle"":[{""v"":""Let's have a chat""}],""contactFormHeader"":[{""v"":""Send Us A Message""}],""contactIntro"":[{""v"":""<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullam eget lacinia nisl. Aenean sollicitudin diam vitae enim ultrices, semper euismod magna efficitur.</p>""}],""contactForm"":[{""v"":""adf160f1-39f5-44c0-b01d-9e2da32bf093""}],""mapHeader"":[{""v"":""You'll find us here""}],""mapCoordinates"":[{""v"":""55.40622012982414,10.388404726982117,18""}]},""cd"":{},""us"":""contact""}","1"
"1128","False","{""pd"":{},""cd"":{},""us"":""design""}","0"
"1129","False","{""pd"":{},""cd"":{},""us"":""people""}","0"
